Test 1,Test 2,Test 3,Test 4,Test 5,Test 6,Test 7,Test 8,Test 9,Test 10,Test 11,Test 12,Test 13,Test 14,Test 15,Test 16,Test 17,Test 18,Test 19,Test 20,Test 21,Test 22,Test 23,Test 24,Test 25,Test 26,Test 27,Test 28,Test 29,Test 30,Test 31,Test 32,Test 33,Test 34,Test 35,Test 36,Test 37,Test 38,Test 39,Test 40,Test 41,Test 42,Test 43,Test 44,Test 45,Test 46,Test 47,Test 48,Test 49,Test 50
114017.40000000008,102287.57916666663,96959.50400000002,107921.48,106023.71366666669,91547.49066666666,141424.17979166674,100709.86241666661,90199.84172916668,84977.66666666661,112920.94329166671,75881.87499999999,123851.07056249998,101458.62049999999,118295.70341666666,114795.66666666644,112811.36025000001,87894.965625,91903.39766666669,92959.71349999995,112947.98924999998,102019.16041666667,107395.41666666648,114896.46399999998,118005.9177083333,96370.63666666661,73981.60075000003,98116.28799999996,96418.87968750001,107013.1502916667,108294.91666666647,135931.36,84577.59375,108150.21566666666,134516.7316666667,112132.19999999994,122730.66179166643,115692.00195833332,83779.83366666672,98445.37725000003,104495.1666666665,96409.95558333337,80894.01991666667,96511.91666666653,101620.93741666661,107694.10229166667,132050.328125,128368.940625,89844.89991666665,126650.07129166662
102333.14166666666,102287.57916666663,91715.7599466666,102291.72233333332,83351.38266666673,90071.11554166663,108946.45709000003,91495.17141666666,86397.98141666668,84977.66666666661,92270.2367141666,70434.55879166666,93326.15514000002,85114.4817291667,116995.87879166666,108144.6333333333,75717.7418225,68005.16024999997,83547.8012791667,89467.6666666666,96698.91666666654,102019.16041666667,91692.38566666671,90336.93754166667,94494.46204166666,83580.25308000008,73981.60075000003,98116.28799999996,73081.12187499998,95684.11854166673,89097.16460416661,97942.62349666664,84577.59375,98494.69784166668,121372.76749333333,93875.41841500001,112511.6644666667,90731.67952666669,80744.75929166662,87450.11216666667,104495.1666666665,91466.13641666663,79810.56447916664,87671.99791666667,94800.30541666667,82977.72078999999,127544.49779166661,106725.50166666668,89844.89991666665,97061.93996999999
87921.09266666665,86166.71216666671,77447.66666666667,91578.37138750002,83223.68072916666,90071.11554166663,91368.8708333333,91495.17141666666,86397.98141666668,70470.28516666665,90689.0508141666,70434.55879166666,72832.78610666665,81250.6559166667,94151.66016666667,105914.76249999998,75717.7418225,68005.16024999997,74979.06766666667,71497.99186166665,81965.06399999998,79097.05314666667,91692.38566666671,84567.38125000002,76794.20625000003,75896.65766666667,69796.96079999999,98116.28799999996,73081.12187499998,78859.67379166668,76185.93997166664,81451.36097916668,73698.82766666666,92439.26654166661,112658.37675666668,81029.00029166671,103644.21716666667,78715.68450666663,75828.61410666665,86947.46079166667,102182.81466666673,88249.45926666669,76759.43219666669,87671.99791666667,87624.52491666668,79386.19482666664,110358.0472916667,98185.49666666667,89844.89991666665,83785.39016666665
87921.09266666665,85585.60919999996,75743.57911499996,89505.41250000002,69155.12916666667,85639.42746666662,91368.8708333333,79275.69766666663,79833.24941666667,70470.28516666665,88572.89282666668,70434.55879166666,70690.45024,81250.6559166667,90303.24211500002,104102.98812333336,75717.7418225,68005.16024999997,67644.02566666668,67966.36974749998,81965.06399999998,77949.82279166664,91692.38566666671,82701.37991666667,76794.20625000003,75896.65766666667,69796.96079999999,98116.28799999996,73081.12187499998,75990.93404166668,76185.93997166664,77743.13672916667,73698.82766666666,82286.3019166667,105722.58504166668,78762.74366666668,85145.01704166668,74336.59994666667,71904.77766666669,80654.18241666672,93136.76666666663,76175.12563166667,76759.43219666669,76993.41235416669,84089.9380416666,79386.19482666664,110358.0472916667,98185.49666666667,89844.89991666665,79864.52466666668
76178.34816666668,76863.66738000001,73813.94270666664,84281.86041666674,69155.12916666667,76295.57787999998,75077.99995500006,79275.69766666663,79833.24941666667,70470.28516666665,88572.89282666668,70434.55879166666,70690.45024,80193.57791666665,86567.68904166672,104102.98812333336,75717.7418225,68005.16024999997,67644.02566666668,67966.36974749998,79309.23338000002,77949.82279166664,87160.8276666667,81144.71854166668,75893.90679166668,75896.65766666667,68832.93266666669,82582.86629416667,73081.12187499998,75990.93404166668,76185.93997166664,72595.26272916667,72683.12466666664,79405.99741666662,105722.58504166668,76516.06635416666,81736.47498666665,74336.59994666667,71904.77766666669,79386.89691666665,93136.76666666663,73248.7945416667,76759.43219666669,72339.73572916667,78064.45641666662,77862.75579166666,108242.83826500007,82879.85284166671,78884.41354166664,75316.31341666669
75966.74791999998,74913.85966666664,70291.56116666668,82297.34166666665,69155.12916666667,76295.57787999998,74073.6180191667,76573.52272916668,79833.24941666667,70470.28516666665,86516.64729166665,70434.55879166666,70690.45024,78810.53979166664,79189.81668499995,104102.98812333336,75717.7418225,65362.84323666667,67644.02566666668,67966.36974749998,78905.0413666667,77078.77801500003,87160.8276666667,78988.28404166672,70253.15625,74298.94950666667,68712.93266666669,72675.81954166666,73081.12187499998,75990.93404166668,76185.93997166664,71441.29016666666,72338.23341666668,77235.3160416667,105722.58504166668,74246.30772833334,79504.00917250002,74336.59994666667,71904.77766666669,76890.55379166668,93136.76666666663,73248.7945416667,71533.53204166665,72339.73572916667,71244.84104166666,77862.75579166666,103304.83341666669,82879.85284166671,74151.71699499998,75316.31341666669
75704.85629166661,71970.64016666666,70291.56116666668,77778.61123999997,69155.12916666667,76295.57787999998,73041.53822916668,76573.52272916668,78103.90391666665,70470.28516666665,86516.64729166665,70434.55879166666,70690.45024,77411.23000000003,77043.36904166668,104102.98812333336,75717.7418225,65362.84323666667,67644.02566666668,67966.36974749998,78905.0413666667,74660.39022916669,87160.8276666667,75064.1129166667,70253.15625,71672.36512,68712.93266666669,72675.81954166666,73081.12187499998,75171.60429166666,76185.93997166664,71441.29016666666,72338.23341666668,75306.87916666662,105722.58504166668,72378.56554166669,77778.02039333335,72135.58004166665,71904.77766666669,70940.74116666669,93136.76666666663,70506.01079166666,71533.53204166665,72339.73572916667,71244.84104166666,74456.73362666665,103304.83341666669,78025.4694166667,69581.1867291667,69289.83704166666
71517.96591666667,71970.64016666666,70291.56116666668,77778.61123999997,69155.12916666667,76295.57787999998,69847.73146666668,75952.89022666664,78103.90391666665,70470.28516666665,86516.64729166665,67441.21323999997,67865.22254166665,76257.06972916663,73843.19604166666,104102.98812333336,75717.7418225,65362.84323666667,67644.02566666668,67966.36974749998,78068.02664000001,73094.8446666667,87160.8276666667,75064.1129166667,70253.15625,71672.36512,68712.93266666669,72675.81954166666,73081.12187499998,73690.88991666668,76185.93997166664,71441.29016666666,72338.23341666668,74943.80816666667,98969.39099999993,71122.7027316667,77778.02039333335,72135.58004166665,71904.77766666669,70940.74116666669,93136.76666666663,70506.01079166666,71533.53204166665,72339.73572916667,71244.84104166666,74456.73362666665,103304.83341666669,74859.90151000007,69581.1867291667,69289.83704166666
71517.96591666667,71970.64016666666,65878.86141666671,75429.9166666667,69155.12916666667,76295.57787999998,69847.73146666668,73949.28547916669,74967.21391666667,70470.28516666665,83741.7745416667,67441.21323999997,67865.22254166665,76257.06972916663,73374.34204166668,104102.98812333336,75717.7418225,65362.84323666667,67644.02566666668,67966.36974749998,69536.15665500001,73094.8446666667,87160.8276666667,75064.1129166667,70253.15625,71672.36512,68712.93266666669,72675.81954166666,73081.12187499998,69397.09679166667,76185.93997166664,71441.29016666666,72338.23341666668,73529.06304166665,98969.39099999993,70702.75729166668,77778.02039333335,72135.58004166665,71904.77766666669,70940.74116666669,93136.76666666663,70506.01079166666,71533.53204166665,72339.73572916667,71244.84104166666,72371.81122666669,91782.50629166668,74859.90151000007,69581.1867291667,69289.83704166666
71517.96591666667,71970.64016666666,65878.86141666671,75079.39361999999,69155.12916666667,76295.57787999998,69847.73146666668,73519.41666666672,74967.21391666667,70470.28516666665,83741.7745416667,67441.21323999997,67865.22254166665,76257.06972916663,73374.34204166668,101025.67722666667,74517.0117066667,65362.84323666667,67644.02566666668,67966.36974749998,69536.15665500001,73094.8446666667,87160.8276666667,75064.1129166667,70253.15625,71672.36512,67279.29460416667,72675.81954166666,73081.12187499998,69397.09679166667,75944.95404166667,71441.29016666666,71285.08166666665,73529.06304166665,98969.39099999993,70702.75729166668,77778.02039333335,71387.02399999999,70282.6,70940.74116666669,91996.90468416669,67787.78997916669,71533.53204166665,72339.73572916667,71244.84104166666,72371.81122666669,91782.50629166668,73533.28316666672,69581.1867291667,69289.83704166666
