Test 1,Test 2,Test 3,Test 4,Test 5,Test 6,Test 7,Test 8,Test 9,Test 10,Test 11,Test 12,Test 13,Test 14,Test 15,Test 16,Test 17,Test 18,Test 19,Test 20,Test 21,Test 22,Test 23,Test 24,Test 25,Test 26,Test 27,Test 28,Test 29,Test 30,Test 31,Test 32,Test 33,Test 34,Test 35,Test 36,Test 37,Test 38,Test 39,Test 40,Test 41,Test 42,Test 43,Test 44,Test 45,Test 46,Test 47,Test 48,Test 49,Test 50
80045.29400000002,124807.67872916668,104017.66875,104170.90377083333,88849.41666666658,107199.17599999996,86986.1666666666,93391.57275,120024.29104166669,103230.41666666651,90886.48799999998,75721.68466666664,102621.75416666667,88557.392,102706.3819166666,128225.19454166655,119990.72708333336,135521.04031250003,116952.35054166666,80601.1045416667,83138.29999999994,126130.78041666665,97618.77599999995,121346.8536666667,106920.00866666663,89149.79375,70666.16666666674,90462.35610416668,99660.09600000002,82265.4485416666,79703.65625000003,77793.41566666668,76112.02399999999,110011.32799999998,89160.76766666675,92959.64849999997,71250.66666666673,92899.57343750005,108082.4166666665,102740.20066666671,110044.66666666644,92961.14360416667,96493.59941666675,126615.46041666664,87063.80185416667,109044.45833333336,116513.61341666663,94945.1951666667,95508.84218749996,84521.50866666669
80045.29400000002,116446.91666666642,93706.7208333334,104170.90377083333,80400.8607191667,83607.76318499993,71741.76825000007,90529.57691666666,102857.27916666666,81325.65889750005,90886.48799999998,73849.62372000006,98477.0400166667,67360.36666666667,86088.76512000003,109613.66666666647,111606.67116666667,74150.31528666665,103727.65116666665,78001.71385750006,83138.29999999994,109036.00966666666,96735.74604166666,116969.5662916666,95729.9621066667,75889.43604416665,70666.16666666674,83967.87435416666,99660.09600000002,73067.50996000004,79677.54060416667,77793.41566666668,76112.02399999999,103625.72991666672,76644.77434666667,85759.37279416664,71250.66666666673,91659.33124999997,108082.4166666665,93984.11666666668,93026.81933333333,92961.14360416667,76170.22588499996,78627.28438666665,77279.01085416667,82569.759375,113479.13066666666,94945.1951666667,74209.08629166668,77939.956
75318.94375000002,104691.59930666663,83304.30833333332,78558.34171999995,79987.2287425,80548.41281999995,71741.76825000007,81444.44897416666,94994.52829166668,76019.74602666663,78584.20082,71953.02150416664,82533.53260416667,67360.36666666667,80799.69868666663,82153.94778666666,78972.8104166667,74150.31528666665,81814.21521166668,78001.71385750006,78234.01041666663,109036.00966666666,79895.69041666665,116969.5662916666,87590.14999999995,75889.43604416665,70666.16666666674,77004.56316666664,94653.00741666666,73067.50996000004,76692.35258000004,73244.99916666668,71827.08266666671,86939.53954166673,75962.07629166663,76629.72056166665,71250.66666666673,87751.99879166666,94050.61723416668,77211.6961966667,89192.53541666667,83988.41666666661,76170.22588499996,75545.70416666665,74408.38654166664,82569.759375,105367.64964500003,84198.10664666668,72073.33566666667,77245.64961166665
74741.51082666671,102893.66666666648,76937.89729166671,76488.20404166667,77871.59747916667,75422.16373499997,71741.76825000007,78907.12749666667,77754.04304166668,74050.59490666667,76696.56127666665,71953.02150416664,77184.7045416666,67360.36666666667,71436.88524999992,75786.14166666672,78972.8104166667,74150.31528666665,78210.15422916666,78001.71385750006,78234.01041666663,107873.3256566667,79895.69041666665,111731.15212666668,75628.89531249998,74870.94282,67226.66666666679,69296.91666666676,94653.00741666666,73067.50996000004,74332.06224000001,72230.10416666667,71827.08266666671,83048.6791666667,73568.98566666667,76629.72056166665,71250.66666666673,82667.56004166671,77799.88018666668,75377.6282666667,83922.53541666674,72230.26375,75061.77891666668,72913.47466666666,72865.53654166668,75580.30781249997,103015.96566666658,80744.00872916666,72073.33566666667,73214.305895
70281.39100666666,95824.32954166668,74461.83972916669,76488.20404166667,73976.76745,75422.16373499997,71741.76825000007,77554.90889833332,73352.07766666665,74050.59490666667,75055.13247916664,71953.02150416664,76095.19654166665,67360.36666666667,71436.88524999992,70475.51822666665,73667.66966666667,69933.92177999998,77671.8102291667,72957.33816666668,78221.55188500004,101468.18958333337,74465.76041666669,111731.15212666668,72902.34941666665,74472.51094666668,67226.66666666679,69296.91666666676,76909.96476000002,73067.50996000004,73407.54803000003,72230.10416666667,71827.08266666671,81543.61116666667,73568.98566666667,69885.63588666666,71250.66666666673,75190.98650166662,77799.88018666668,72985.24728,80678.39904166665,72230.26375,74824.12500166667,70174.04275999992,72865.53654166668,75580.30781249997,91595.27708333338,76708.5259766667,72073.33566666667,73214.305895
70281.39100666666,95725.1445416667,73387.56229166666,71483.13605999998,73976.76745,75050.87282666664,67744.91350666663,75065.72338666662,73352.07766666665,74050.59490666667,71381.34610416669,71953.02150416664,72920.35541666667,67360.36666666667,69837.47237999999,70475.51822666665,71006.3745416667,69933.92177999998,74165.31446499994,71028.54254166668,71340.70182250002,100046.55208333334,74465.76041666669,111731.15212666668,71942.30658666663,71831.90566666669,67226.66666666679,69095.4990075,76909.96476000002,73067.50996000004,72971.87094666668,72230.10416666667,71827.08266666671,80719.91629166664,71878.12651999998,69885.63588666666,71250.66666666673,75190.98650166662,77799.88018666668,68148.37013416665,76839.16372916671,72230.26375,73325.01628666667,67577.15022916665,72865.53654166668,74631.91285416667,87235.39166666666,73925.82860416666,72073.33566666667,65577.9166666668
68368.16666666677,89440.20725999998,73133.96178666665,71483.13605999998,73976.76745,70684.60523999998,67744.91350666663,72443.0746666667,73352.07766666665,71347.77608999998,71381.34610416669,68908.70254000001,72920.35541666667,67360.36666666667,69837.47237999999,69619.65489500003,67763.3782916667,67820.91666666679,72967.6884791667,71028.54254166668,71340.70182250002,95112.28766666664,74465.76041666669,111731.15212666668,69198.87635416666,71831.90566666669,66528.91666666679,69095.4990075,76871.01079166666,73067.50996000004,72709.38597916666,72230.10416666667,71827.08266666671,78327.69578166668,65011.03866666667,69885.63588666666,71250.66666666673,74177.51118833336,77770.47048999998,68148.37013416665,73934.55804166665,72230.26375,73325.01628666667,67577.15022916665,72865.53654166668,70782.94241666666,87235.39166666666,71208.874,70735.48566666669,65577.9166666668
65286.16666666681,78439.63126,73133.96178666665,71483.13605999998,67424.89616666667,70684.60523999998,67744.91350666663,72443.0746666667,73352.07766666665,69615.38710499999,71381.34610416669,68908.70254000001,71254.70860416668,67360.36666666667,69837.47237999999,65200.315271666725,67763.3782916667,67820.91666666679,69585.85541666669,70757.51191666668,71340.70182250002,95112.28766666664,70000.57054166672,111731.15212666668,69198.87635416666,70065.67766666668,66528.91666666679,69095.4990075,71698.01541666672,73067.50996000004,72119.875,72230.10416666667,70987.54406666665,78104.16491666666,65011.03866666667,69885.63588666666,71250.66666666673,74177.51118833336,67636.1362566667,68148.37013416665,73934.55804166665,68980.93145999998,73325.01628666667,67577.15022916665,70642.64222916668,70782.94241666666,84816.0416666667,71208.874,68592.07685416668,65577.9166666668
65286.16666666681,78439.63126,70587.56560416667,71483.13605999998,67424.89616666667,67725.25967666667,67744.91350666663,72443.0746666667,72377.98316666666,69615.38710499999,71381.34610416669,68908.70254000001,71254.70860416668,67360.36666666667,69837.47237999999,65200.315271666725,67763.3782916667,67820.91666666679,69585.85541666669,70757.51191666668,71340.70182250002,93974.44426666666,70000.57054166672,111731.15212666668,69198.87635416666,70065.67766666668,66528.91666666679,67396.83806166668,70177.54991666664,70986.66179166666,71282.97997916666,69532.2911041667,70987.54406666665,76908.99861333339,65011.03866666667,69885.63588666666,71250.66666666673,74177.51118833336,67636.1362566667,68148.37013416665,73934.55804166665,68980.93145999998,71442.02330666664,67577.15022916665,70642.64222916668,67211.74872916666,84816.0416666667,71208.874,67826.65991666664,65577.9166666668
65286.16666666681,77542.46554166674,70587.56560416667,70905.12577,67424.89616666667,67725.25967666667,67744.91350666663,72443.0746666667,72377.98316666666,69615.38710499999,71381.34610416669,68908.70254000001,70689.85266666669,70059.03641666667,69837.47237999999,65200.315271666725,67763.3782916667,67820.91666666679,68475.95354166668,70757.51191666668,71340.70182250002,93974.44426666666,70000.57054166672,111731.15212666668,69198.87635416666,68872.40204166668,66528.91666666679,67396.83806166668,70177.54991666664,69857.32610416667,67231.61679166669,69532.2911041667,70987.54406666665,75380.66029166666,65011.03866666667,67915.87177666667,69459.62079166669,73639.74027666671,67636.1362566667,68148.37013416665,73934.55804166665,68980.93145999998,71442.02330666664,67532.56838000003,70642.64222916668,67211.74872916666,84816.0416666667,67525.36347916666,67826.65991666664,65577.9166666668
65286.16666666681,71955.6665416667,70242.78049999996,69078.11174416667,67424.89616666667,67725.25967666667,67744.91350666663,72443.0746666667,72377.98316666666,69427.61679166666,71381.34610416669,68908.70254000001,70632.48616666667,70059.03641666667,69837.47237999999,65200.315271666725,67763.3782916667,67820.91666666679,68475.95354166668,70757.51191666668,71340.70182250002,93974.44426666666,70000.57054166672,111731.15212666668,69198.87635416666,68638.14590166668,66528.91666666679,67396.83806166668,66731.89941666667,69857.32610416667,67231.61679166669,69532.2911041667,70987.54406666665,73436.28754166668,65011.03866666667,67915.87177666667,69459.62079166669,72541.84397333329,67636.1362566667,68148.37013416665,68041.35247916669,68980.93145999998,71442.02330666664,67532.56838000003,69887.25097916667,67211.74872916666,83111.34374999997,67525.36347916666,67826.65991666664,65577.9166666668
65286.16666666681,69761.1600175,70242.78049999996,69078.11174416667,67424.89616666667,67725.25967666667,67744.91350666663,72443.0746666667,66974.38816666667,69427.61679166666,71381.34610416669,68691.23704166667,66413.7486666667,68581.54029166668,69837.47237999999,65200.315271666725,67763.3782916667,67820.91666666679,68475.95354166668,70757.51191666668,71340.70182250002,93974.44426666666,67389.53879499997,111731.15212666668,68456.27471999997,68638.14590166668,66528.91666666679,67396.83806166668,66731.89941666667,69857.32610416667,67231.61679166669,69532.2911041667,70987.54406666665,73436.28754166668,65011.03866666667,67915.87177666667,69459.62079166669,72541.84397333329,67636.1362566667,68148.37013416665,68041.35247916669,68980.93145999998,71442.02330666664,67532.56838000003,69887.25097916667,67211.74872916666,83111.34374999997,67525.36347916666,67826.65991666664,65577.9166666668
65286.16666666681,69761.1600175,70242.78049999996,69078.11174416667,67424.89616666667,67725.25967666667,67744.91350666663,72443.0746666667,66974.38816666667,69427.61679166666,68216.91505999997,68691.23704166667,66413.7486666667,68581.54029166668,68363.27997916666,65200.315271666725,67763.3782916667,67820.91666666679,68475.95354166668,70757.51191666668,70361.96003999999,87081.94966666665,67389.53879499997,108250.05181,68166.60110416665,68638.14590166668,66528.91666666679,67396.83806166668,66731.89941666667,69857.32610416667,67231.61679166669,69532.2911041667,70987.54406666665,73436.28754166668,65011.03866666667,67915.87177666667,69459.62079166669,72541.84397333329,67636.1362566667,65672.79204166669,68041.35247916669,68980.93145999998,71442.02330666664,67532.56838000003,69887.25097916667,67211.74872916666,83048.08482666669,67525.36347916666,67826.65991666664,65577.9166666668
